instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
547,2012-06-30,3,1,6,0,6,0,1,31.365,34.3754,16.1071,10.791757,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,33.449153,37.53145,16.8529,11.291443,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,32.048347,35.1019,19.5267,13.082889,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,32.014153,35.1325,12.6237,8.457879,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,32.355847,36.61685,13.495,9.04165,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,33.9275,38.06835,19.4029,12.999943,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,33.961653,37.62665,14.6142,9.791514,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,35.328347,40.24565,16.3554,10.958118,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,33.7225,39.5198,12.5629,8.417143,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,29.144153,32.7027,18.0975,12.125325,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,29.554153,33.2398,15.1737,10.166379,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,29.383347,32.51355,15.1733,10.166111,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,29.349153,32.73415,14.6775,9.833925,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,29.998347,33.39665,8.085,5.41695,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,28.836653,33.3021,14.3679,9.626493,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,30.579153,35.2598,16.6667,11.166689,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,31.296653,36.20625,16.4187,11.000529,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,33.551653,37.78415,11.4429,7.666743,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,32.526653,37.27915,13.7442,9.208614,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,31.57,35.7321,16.5429,11.083743,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,27.299153,30.65125,20.8967,14.000789,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,24.429153,27.4956,21.33,14.2911,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,27.3675,31.15625,9.39208,6.2926936,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,30.408347,34.50085,13.8683,9.291761,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,30.784153,35.3225,21.1454,14.167418,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,29.690847,32.7027,16.48,11.0416,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,31.843347,36.96315,28.4813,19.082471,1036,5825,6861
574,2012-07-27,3,1,7,0,5,1,1,32.048347,36.71085,15.2992,10.250464,1259,5645,6904
575,2012-07-28,3,1,7,0,6,0,1,30.989153,34.8802,15.735,10.54245,2234,4451,6685
576,2012-07-29,3,1,7,0,0,0,1,29.588347,33.39665,17.0396,11.416532,2153,4444,6597
577,2012-07-30,3,1,7,0,1,1,1,29.964153,34.24935,15.3617,10.292339,1040,6065,7105
578,2012-07-31,3,1,7,0,2,1,1,29.246653,33.1448,16.5425,11.083475,968,6248,7216
579,2012-08-01,3,1,8,0,3,1,1,29.4175,33.3654,14.1179,9.458993,1074,6506,7580
580,2012-08-02,3,1,8,0,4,1,1,30.8525,35.3544,12.9354,8.666718,983,6278,7261
581,2012-08-03,3,1,8,0,5,1,2,31.399153,36.14335,21.5792,14.458064,1328,5847,7175
582,2012-08-04,3,1,8,0,6,0,1,32.526653,37.56335,25.7458,17.249686,2345,4479,6824
583,2012-08-05,3,1,8,0,0,0,1,31.535847,36.55395,29.0421,19.458207,1707,3757,5464
584,2012-08-06,3,1,8,0,1,1,2,30.8525,35.5123,12.9354,8.666718,1233,5780,7013
585,2012-08-07,3,1,8,0,2,1,2,30.169153,34.88105,11.6908,7.832836,1278,5995,7273
586,2012-08-08,3,1,8,0,3,1,2,30.75,35.38585,11.07,7.4169,1263,6271,7534
587,2012-08-09,3,1,8,0,4,1,1,30.989153,34.9754,15.61,10.4587,1196,6090,7286
588,2012-08-10,3,1,8,0,5,1,2,29.349153,33.3971,23.8813,16.000471,1065,4721,5786
589,2012-08-11,3,1,8,0,6,0,2,28.3925,31.91335,20.6479,13.834093,2247,4052,6299
590,2012-08-12,3,1,8,0,0,0,1,28.734153,32.22895,12.2512,8.208304,2182,4362,6544
591,2012-08-13,3,1,8,0,1,1,1,29.554153,33.1127,13.6212,9.126204,1207,5676,6883
592,2012-08-14,3,1,8,0,2,1,1,29.793347,33.83895,16.9158,11.333586,1128,5656,6784
593,2012-08-15,3,1,8,0,3,1,1,28.973347,32.70185,16.9771,11.374657,1198,6149,7347
594,2012-08-16,3,1,8,0,4,1,1,29.485847,32.7344,14.1796,9.500332,1338,6267,7605
595,2012-08-17,3,1,8,0,5,1,1,29.656653,12.12,23.1354,15.500718,1483,5665,7148
596,2012-08-18,3,1,8,0,6,0,1,27.811653,30.90355,17.7867,11.917089,2827,5038,7865
597,2012-08-19,3,1,8,0,0,0,2,26.069153,30.1777,8.645,5.79215,1208,3341,4549
598,2012-08-20,3,1,8,0,1,1,2,26.069153,29.79835,12.9979,8.708593,1026,5504,6530
599,2012-08-21,3,1,8,0,2,1,1,26.615847,30.05125,7.27708,4.8756436,1081,5925,7006
600,2012-08-22,3,1,8,0,3,1,1,27.3675,31.0927,7.02833,4.7089811,1094,6281,7375
601,2012-08-23,3,1,8,0,4,1,1,28.529153,31.8504,8.45958,5.6679186,1363,6402,7765
602,2012-08-24,3,1,8,0,5,1,2,28.8025,32.355,7.21458,4.8337686,1325,6257,7582
603,2012-08-25,3,1,8,0,6,0,2,27.128347,30.9348,24.4408,16.375336,1829,4224,6053
604,2012-08-26,3,1,8,0,0,0,2,26.786653,29.7998,22.8858,15.333486,1483,3772,5255
605,2012-08-27,3,1,8,0,1,1,1,28.836653,32.7344,12.8733,8.625111,989,5928,6917
606,2012-08-28,3,1,8,0,2,1,1,29.861653,33.3025,19.0925,12.791975,935,6105,7040
607,2012-08-29,3,1,8,0,3,1,1,28.085,31.78665,11.2562,7.541654,1177,6520,7697
608,2012-08-30,3,1,8,0,4,1,1,28.973347,32.63895,7.71167,5.1668189,1172,6541,7713
609,2012-08-31,3,1,8,0,5,1,1,31.330847,34.47,16.8533,11.291711,1433,5917,7350
610,2012-09-01,3,1,9,0,6,0,2,30.886653,35.1327,11.3187,7.583529,2352,3788,6140
611,2012-09-02,3,1,9,0,0,0,2,28.563347,32.45,6.40708,4.2927436,2613,3197,5810
612,2012-09-03,3,1,9,1,1,0,1,29.0075,33.08145,15.1121,10.125107,1965,4069,6034
613,2012-09-04,3,1,9,0,2,1,1,29.759153,34.3444,23.6321,15.833507,867,5997,6864
614,2012-09-05,3,1,9,0,3,1,1,30.203347,35.44915,18.7808,12.583136,832,6280,7112
615,2012-09-06,3,1,9,0,4,1,2,28.563347,32.76645,14.2421,9.542207,611,5592,6203
616,2012-09-07,3,1,9,0,5,1,1,28.836653,32.8602,17.1646,11.500282,1045,6459,7504
617,2012-09-08,3,1,9,0,6,0,2,27.025847,30.55605,28.1104,18.833968,1557,4419,5976
618,2012-09-09,3,1,9,0,0,0,1,25.01,28.94625,22.4496,15.041232,2570,5657,8227
619,2012-09-10,3,1,9,0,1,1,1,23.916653,28.2827,25.8713,17.333771,1118,6407,7525
620,2012-09-11,3,1,9,0,2,1,1,23.6775,27.7146,9.20542,6.1676314,1070,6697,7767
621,2012-09-12,3,1,9,0,3,1,1,24.565847,28.50375,13.1846,8.833682,1050,6820,7870
622,2012-09-13,3,1,9,0,4,1,1,25.1125,28.9779,8.27208,5.5422936,1054,6750,7804
623,2012-09-14,3,1,9,0,5,1,1,25.966653,29.70415,10.3863,6.958821,1379,6630,8009
624,2012-09-15,3,1,9,0,6,0,1,24.941653,29.29335,24.7521,16.583907,3160,5554,8714
625,2012-09-16,3,1,9,0,0,0,1,23.78,28.15625,9.01833,6.0422811,2166,5167,7333
626,2012-09-17,3,1,9,0,1,1,2,23.814153,27.6525,15.1742,10.166714,1022,5847,6869
627,2012-09-18,3,1,9,0,2,1,2,25.556653,28.25335,35.7587,23.958329,371,3702,4073
628,2012-09-19,3,1,9,0,3,1,1,22.6525,27.0202,21.5175,14.416725,788,6803,7591
629,2012-09-20,3,1,9,0,4,1,1,22.413347,26.6096,11.8167,7.917189,939,6781,7720
630,2012-09-21,3,1,9,0,5,1,1,24.565847,28.59855,15.4229,10.333343,1250,6917,8167
631,2012-09-22,3,1,9,0,6,0,1,26.65,30.5244,28.3583,19.000061,2512,5883,8395
632,2012-09-23,4,1,9,0,0,0,1,21.695847,25.94665,22.3258,14.958286,2454,5453,7907
633,2012-09-24,4,1,9,0,1,1,1,21.080847,25.12565,14.2404,9.541068,1001,6435,7436
634,2012-09-25,4,1,9,0,2,1,1,22.55,27.20895,23.6321,15.833507,845,6693,7538
635,2012-09-26,4,1,9,0,3,1,1,26.035,29.83065,24.44,16.3748,787,6946,7733
636,2012-09-27,4,1,9,0,4,1,2,26.65,30.39875,13.4342,9.000914,751,6642,7393
637,2012-09-28,4,1,9,0,5,1,2,25.385847,29.29315,16.4179,10.999993,1045,6370,7415
638,2012-09-29,4,1,9,0,6,0,1,22.2425,26.5148,22.7604,15.249468,2589,5966,8555
639,2012-09-30,4,1,9,0,0,0,1,21.593347,25.88315,13.4958,9.042186,2015,4874,6889
640,2012-10-01,4,1,10,0,1,1,2,21.354153,25.6,9.08042,6.0838814,763,6015,6778
641,2012-10-02,4,1,10,0,2,1,3,24.224153,27.11665,10.4475,6.999825,315,4324,4639
642,2012-10-03,4,1,10,0,3,1,2,26.9575,29.95665,6.65458,4.4585686,728,6844,7572
643,2012-10-04,4,1,10,0,4,1,2,26.9575,30.39875,11.7546,7.875582,891,6437,7328
644,2012-10-05,4,1,10,0,5,1,1,25.215,29.00935,10.635,7.12545,1516,6640,8156
645,2012-10-06,4,1,10,0,6,0,1,22.720847,26.92605,26.8025,17.957675,3031,4934,7965
646,2012-10-07,4,1,10,0,0,0,2,17.049153,20.99065,14.1162,9.457854,781,2729,3510
647,2012-10-08,4,1,10,1,1,0,2,15.716653,19.3804,18.9679,12.708493,874,4604,5478
648,2012-10-09,4,1,10,0,2,1,2,18.313347,21.9056,19.03,12.7501,601,5791,6392
649,2012-10-10,4,1,10,0,3,1,1,21.080847,25.1571,18.7821,12.584007,780,6911,7691
650,2012-10-11,4,1,10,0,4,1,1,17.835,21.55835,18.1596,12.166932,834,6736,7570
651,2012-10-12,4,1,10,0,5,1,1,17.9375,21.65355,23.5092,15.751164,1060,6222,7282
652,2012-10-13,4,1,10,0,6,0,1,16.126653,19.5698,14.6142,9.791514,2252,4857,7109
653,2012-10-14,4,1,10,0,0,0,1,21.388347,25.4102,27.8612,18.667004,2080,4559,6639
654,2012-10-15,4,1,10,0,1,1,2,23.028347,26.9575,29.6037,19.834479,760,5115,5875
655,2012-10-16,4,1,10,0,2,1,1,19.201653,23.0423,18.2221,12.208807,922,6612,7534
656,2012-10-17,4,1,10,0,3,1,1,18.689153,22.5054,10.1371,6.791857,979,6482,7461
657,2012-10-18,4,1,10,0,4,1,2,21.4225,25.63125,23.6937,15.874779,1008,6501,7509
658,2012-10-19,4,1,10,0,5,1,2,23.096653,26.8948,13.4954,9.041918,753,4671,5424
659,2012-10-20,4,1,10,0,6,0,1,19.850847,23.6421,11.7537,7.874979,2806,5284,8090
660,2012-10-21,4,1,10,0,0,0,1,19.030847,22.82145,16.6054,11.125618,2132,4692,6824
661,2012-10-22,4,1,10,0,1,1,1,19.9875,24.1471,8.14833,5.4593811,830,6228,7058
662,2012-10-23,4,1,10,0,2,1,1,22.310847,26.5152,9.45458,6.3345686,841,6625,7466
663,2012-10-24,4,1,10,0,3,1,1,24.0875,27.93605,7.27792,4.8762064,795,6898,7693
664,2012-10-25,4,1,10,0,4,1,2,22.55,26.4844,12.4375,8.333125,875,6484,7359
665,2012-10-26,4,1,10,0,5,1,2,22.379153,26.1375,13.2467,8.875289,1182,6262,7444
666,2012-10-27,4,1,10,0,6,0,2,21.73,25.75665,23.5692,15.791364,2643,5209,7852
667,2012-10-28,4,1,10,0,0,0,2,19.5775,23.38855,39.8008,26.666536,998,3461,4459
668,2012-10-29,4,1,10,0,1,1,3,18.04,21.97,35.82,23.9994,2,20,22
669,2012-10-30,4,1,10,0,2,1,2,13.045462,15.49545,21.3009,14.271603,87,1009,1096
670,2012-10-31,4,1,10,0,3,1,2,14.6575,18.055,16.6667,11.166689,419,5147,5566
671,2012-11-01,4,1,11,0,4,1,2,14.999153,18.4971,15.7346,10.542182,466,5520,5986
672,2012-11-02,4,1,11,0,5,1,1,14.555,17.8021,26.6175,17.833725,618,5229,5847
673,2012-11-03,4,1,11,0,6,0,2,14.076653,16.1923,27.0529,18.125443,1029,4109,5138
674,2012-11-04,4,1,11,0,0,0,1,13.359153,16.4769,17.9108,12.000236,1201,3906,5107
675,2012-11-05,4,1,11,0,1,1,1,13.085847,15.40375,23.6325,15.833775,378,4881,5259
676,2012-11-06,4,1,11,0,2,1,1,11.514153,14.07835,17.3513,11.625371,466,5220,5686
677,2012-11-07,4,1,11,0,3,1,2,12.129153,13.73105,30.4108,20.375236,326,4709,5035
678,2012-11-08,4,1,11,0,4,1,1,14.439134,17.09455,34.7835,23.304945,340,4975,5315
679,2012-11-09,4,1,11,0,5,1,1,14.828347,17.77065,21.4558,14.375386,709,5283,5992
680,2012-11-10,4,1,11,0,6,0,1,15.955847,19.69685,5.78458,3.8756686,2090,4446,6536
681,2012-11-11,4,1,11,0,0,0,1,17.254153,21.08565,12.75,8.5425,2290,4562,6852
682,2012-11-12,4,1,11,1,1,0,1,19.885,23.76915,17.3517,11.625639,1097,5172,6269
683,2012-11-13,4,1,11,0,2,1,2,14.076653,16.16125,34.2046,22.917082,327,3767,4094
684,2012-11-14,4,1,11,0,3,1,1,11.855847,14.07815,19.9625,13.374875,373,5122,5495
685,2012-11-15,4,1,11,0,4,1,2,13.188347,16.2246,15.2987,10.250129,320,5125,5445
686,2012-11-16,4,1,11,0,5,1,1,14.145,17.3602,17.1025,11.458675,484,5214,5698
687,2012-11-17,4,1,11,0,6,0,1,13.325,16.31915,17.9729,12.041843,1313,4316,5629
688,2012-11-18,4,1,11,0,0,0,1,14.0425,16.8873,22.7612,15.250004,922,3747,4669
689,2012-11-19,4,1,11,0,1,1,2,15.614153,18.78105,23.5067,15.749489,449,5050,5499
690,2012-11-20,4,1,11,0,2,1,2,15.340847,19.03335,8.2725,5.542575,534,5100,5634
691,2012-11-21,4,1,11,0,3,1,1,14.486653,18.2446,10.3246,6.917482,615,4531,5146
692,2012-11-22,4,1,11,1,4,0,1,13.94,17.51855,5.28708,3.5423436,955,1470,2425
693,2012-11-23,4,1,11,0,5,1,1,15.101653,18.93895,14.8021,9.917407,1603,2307,3910
694,2012-11-24,4,1,11,0,6,0,1,11.411653,12.4371,37.6871,25.250357,532,1745,2277
695,2012-11-25,4,1,11,0,0,0,1,10.079153,12.87915,15.05,10.0835,309,2115,2424
696,2012-11-26,4,1,11,0,1,1,1,12.846653,16.9502,4.665,3.12555,337,4750,5087
697,2012-11-27,4,1,11,0,2,1,2,11.958347,14.0779,23.7562,15.916654,123,3836,3959
698,2012-11-28,4,1,11,0,3,1,1,12.163347,14.4881,21.0821,14.125007,198,5062,5260
699,2012-11-29,4,1,11,0,4,1,1,11.51567,14.9211,11.5522,7.739974,243,5080,5323
700,2012-11-30,4,1,11,0,5,1,1,12.231653,16.19335,5.84708,3.9175436,362,5306,5668
701,2012-12-01,4,1,12,0,6,0,2,12.231653,15.8452,5.97042,4.0001814,951,4240,5191
702,2012-12-02,4,1,12,0,0,0,2,14.2475,17.9604,12.4379,8.333393,892,3757,4649
703,2012-12-03,4,1,12,0,1,1,1,18.5525,22.7898,8.27208,5.5422936,555,5679,6234
704,2012-12-04,4,1,12,0,2,1,1,19.509153,23.4527,17.4129,11.666643,551,6055,6606
705,2012-12-05,4,1,12,0,3,1,1,17.971653,21.4006,32.4021,21.709407,331,5398,5729
706,2012-12-06,4,1,12,0,4,1,1,10.489153,12.9102,17.4754,11.708518,340,5035,5375
707,2012-12-07,4,1,12,0,5,1,2,13.154153,16.0979,13.06,8.7502,349,4659,5008
708,2012-12-08,4,1,12,0,6,0,2,15.648347,19.4754,10.1379,6.792393,1153,4429,5582
709,2012-12-09,4,1,12,0,0,0,2,15.750847,19.5073,15.7975,10.584325,441,2787,3228
710,2012-12-10,4,1,12,0,1,1,2,17.869153,21.77875,19.0308,12.750636,329,4841,5170
711,2012-12-11,4,1,12,0,2,1,2,14.486653,16.91815,29.6037,19.834479,282,5219,5501
712,2012-12-12,4,1,12,0,3,1,2,12.1975,14.8669,16.2937,10.916779,310,5009,5319
713,2012-12-13,4,1,12,0,4,1,1,12.129153,14.7094,17.4129,11.666643,425,5107,5532
714,2012-12-14,4,1,12,0,5,1,1,11.548347,14.7096,13.1229,8.792343,429,5182,5611
715,2012-12-15,4,1,12,0,6,0,1,13.290847,16.91915,10.635,7.12545,767,4280,5047
716,2012-12-16,4,1,12,0,0,0,2,14.8625,18.4969,10.0742,6.749714,538,3248,3786
717,2012-12-17,4,1,12,0,1,1,2,16.126653,20.075,9.82583,6.5833061,212,4373,4585
718,2012-12-18,4,1,12,0,2,1,1,16.844153,20.4854,22.1404,14.834068,433,5124,5557
719,2012-12-19,4,1,12,0,3,1,1,13.6325,17.1081,18.4092,12.334164,333,4934,5267
720,2012-12-20,4,1,12,0,4,1,2,13.53,16.76085,13.2463,8.875021,314,3814,4128
721,2012-12-21,1,1,12,0,5,1,2,13.393347,15.08835,37.4383,25.083661,221,3402,3623
722,2012-12-22,1,1,12,0,6,0,1,10.899153,11.80565,40.7346,27.292182,205,1544,1749
723,2012-12-23,1,1,12,0,0,0,1,10.079153,12.97355,13.3083,8.916561,408,1379,1787
724,2012-12-24,1,1,12,0,1,1,2,9.483464,12.945,7.72304,5.1744368,174,746,920
725,2012-12-25,1,1,12,1,2,0,2,11.943464,14.72325,16.8726,11.304642,440,573,1013
726,2012-12-26,1,1,12,0,3,1,3,9.976653,11.01665,31.6546,21.208582,9,432,441
727,2012-12-27,1,1,12,0,4,1,2,10.420847,11.3321,35.0133,23.458911,247,1867,2114
728,2012-12-28,1,1,12,0,5,1,2,10.386653,12.7523,15.5471,10.416557,644,2451,3095
729,2012-12-29,1,1,12,0,6,0,2,10.386653,12.12,12.4383,8.333661,159,1182,1341
730,2012-12-30,1,1,12,0,0,0,1,10.489153,11.585,35.0754,23.500518,364,1432,1796
731,2012-12-31,1,1,12,0,1,1,2,8.849153,11.17435,15.4846,10.374682,439,2290,2729
